brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
mercedes,SLK,2016,Automatic,39820,Diesel,30,70.6,2.1,16299
mercedes,GLS Class,2019,Automatic,10000,Diesel,145,34.0,3.0,59999
mercedes,A Class,2018,Automatic,13500,Petrol,145,40.9,2.0,29500
mercedes,CLA Class,2019,Automatic,13968,Diesel,145,51.4,2.1,25239
mercedes,A Class,2019,Automatic,3109,Petrol,150,35.8,2.0,33995
mercedes,C Class,2014,Automatic,34772,Diesel,125,60.1,2.1,17250
mercedes,GLC Class,2020,Automatic,2500,Petrol,145,31.7,2.0,44950
mercedes,C Class,2019,Automatic,1497,Petrol,145,46.3,1.5,30999
mercedes,CLA Class,2019,Automatic,3138,Petrol,145,44.1,1.3,26899
mercedes,GLE Class,2020,Automatic,2900,Diesel,145,32.8,2.9,54999
mercedes,C Class,2019,Automatic,3000,Diesel,145,48.7,2.0,31999
mercedes,C Class,2017,Automatic,49000,Diesel,30,61.4,2.1,18339
mercedes,GLC Class,2019,Automatic,2500,Diesel,150,40.9,2.0,38995
mercedes,C Class,2019,Automatic,13155,Petrol,145,46.3,1.5,25499
mercedes,B Class,2018,Manual,10076,Diesel,145,68.9,1.5,15799
mercedes,GLE Class,2017,Automatic,18398,Diesel,145,47.9,2.1,30999
mercedes,E Class,2017,Automatic,11404,Diesel,160,52.3,3.0,20999
mercedes,E Class,2020,Automatic,2500,Diesel,150,70.6,2.0,45995
mercedes,E Class,2016,Automatic,21423,Diesel,150,53.3,3.0,19811
mercedes,C Class,2019,Automatic,5448,Diesel,145,60.1,2.1,24999
mercedes,SL CLASS,2016,Automatic,21505,Diesel,30,70.6,2.1,18100
mercedes,CLS Class,2016,Automatic,19366,Diesel,165,51.4,3.0,22315
mercedes,GLE Class,2016,Automatic,39739,Diesel,305,39.2,3.0,35402
mercedes,S Class,2015,Automatic,46757,Diesel,205,47.9,3.0,25460
mercedes,A Class,2019,Automatic,10929,Diesel,145,56.5,2.0,23745
mercedes,GLA Class,2019,Automatic,5048,Petrol,145,36.2,1.6,24995
mercedes,C Class,2016,Automatic,25108,Diesel,30,64.2,2.1,17999
mercedes,A Class,2016,Automatic,21701,Diesel,20,74.3,1.5,16499
mercedes,GLC Class,2018,Automatic,10300,Petrol,145,43.5,2.0,29995
mercedes,SL CLASS,2016,Automatic,26996,Diesel,30,70.6,2.1,18995
mercedes,SL CLASS,2017,Automatic,15580,Diesel,30,70.6,2.1,20450
mercedes,E Class,2020,Automatic,3365,Diesel,145,47.1,2.9,44500
mercedes,SL CLASS,2019,Automatic,6655,Petrol,150,29.4,3.0,54790
mercedes,GLC Class,2020,Automatic,4000,Diesel,145,40.9,2.0,44950
mercedes,GLC Class,2019,Automatic,7352,Diesel,145,41.5,2.1,31990
mercedes,E Class,2016,Automatic,23772,Diesel,125,58.9,2.1,18995
mercedes,A Class,2018,Automatic,11500,Diesel,145,68.9,2.1,19250
mercedes,C Class,2019,Automatic,8000,Diesel,145,64.2,2.0,29690
mercedes,GLA Class,2016,Automatic,48074,Diesel,20,67.3,2.1,15990
mercedes,M Class,2009,Automatic,59000,Diesel,555,30.4,3.0,9990
mercedes,SLK,2012,Automatic,55000,Petrol,200,43.5,1.8,10990
mercedes,A Class,2019,Manual,9071,Petrol,145,53.3,1.3,19888
mercedes,C Class,2020,Automatic,2653,Diesel,145,55.4,2.0,34790
mercedes,E Class,2019,Automatic,14715,Diesel,145,72.4,2.0,24990
mercedes,B Class,2019,Automatic,10651,Petrol,145,45.6,1.3,21290
mercedes,E Class,2019,Automatic,14908,Diesel,145,72.4,2.0,24990
mercedes,C Class,2019,Automatic,7712,Diesel,145,60.1,1.6,26350
mercedes,GLC Class,2019,Automatic,9545,Diesel,145,41.5,2.1,31490
mercedes,C Class,2020,Automatic,2690,Diesel,145,48.7,2.0,35490
mercedes,B Class,2019,Automatic,2653,Diesel,145,55.4,2.0,23290
mercedes,GLC Class,2019,Automatic,5809,Diesel,145,41.5,2.1,27495
mercedes,GLE Class,2018,Automatic,14286,Diesel,145,36.7,3.0,43995
mercedes,E Class,2017,Automatic,17890,Diesel,125,58.9,2.1,19495
mercedes,C Class,2017,Automatic,29489,Diesel,20,65.7,2.1,15995
mercedes,SL CLASS,2017,Automatic,13582,Diesel,145,70.6,2.1,19995
mercedes,A Class,2019,Automatic,2633,Diesel,145,62.8,1.5,23495
mercedes,GLC Class,2019,Automatic,16283,Diesel,145,41.5,2.1,29995
mercedes,C Class,2019,Automatic,15349,Diesel,145,61.4,2.0,23250
mercedes,CLA Class,2019,Automatic,10193,Diesel,145,51.4,2.1,25440
mercedes,C Class,2019,Automatic,10405,Petrol,150,47.1,1.5,25999
mercedes,GLC Class,2018,Automatic,12000,Diesel,150,56.5,2.1,29999
mercedes,GLC Class,2016,Automatic,35655,Diesel,125,56.5,2.1,23999
mercedes,B Class,2017,Automatic,39535,Diesel,150,68.9,2.1,14995
mercedes,GLA Class,2015,Automatic,42740,Diesel,125,55.4,2.1,17899
mercedes,CLS Class,2019,Automatic,3130,Diesel,145,48.7,2.9,34979
mercedes,CLS Class,2016,Automatic,26236,Diesel,165,51.4,3.0,22421
mercedes,B Class,2019,Automatic,3803,Diesel,145,54.3,2.0,26440
mercedes,B Class,2019,Automatic,2420,Diesel,145,55.4,2.0,23998
mercedes,B Class,2020,Automatic,2430,Diesel,145,55.4,2.0,24264
mercedes,C Class,2017,Automatic,25917,Diesel,20,64.2,2.1,17395
mercedes,GLE Class,2017,Automatic,7000,Petrol,145,29.5,5.5,55995
mercedes,C Class,2017,Automatic,10750,Petrol,260,35.3,3.0,32995
mercedes,GLA Class,2019,Automatic,10251,Petrol,150,36.2,1.6,23150
mercedes,B Class,2019,Automatic,14082,Petrol,145,45.6,1.3,19345
mercedes,GLE Class,2019,Automatic,7848,Diesel,150,36.7,2.0,47995
mercedes,E Class,2019,Automatic,7512,Diesel,150,41.5,2.9,40995
mercedes,C Class,2019,Automatic,11664,Petrol,145,47.1,1.5,25599
mercedes,GLC Class,2019,Automatic,10094,Diesel,145,44.8,2.0,34999
mercedes,A Class,2019,Manual,3434,Petrol,145,28.5,1.3,22250
mercedes,C Class,2016,Automatic,66077,Hybrid,0,134.5,2.0,15999
mercedes,A Class,2018,Semi-Auto,14289,Petrol,150,49.6,1.6,16500
mercedes,V Class,2019,Automatic,1000,Diesel,150,36.7,2.0,47990
mercedes,GLE Class,2018,Automatic,16592,Petrol,145,23.7,5.5,66974
mercedes,C Class,2017,Automatic,62498,Diesel,145,60.1,2.1,15600
mercedes,A Class,2017,Automatic,12891,Petrol,145,55.4,1.6,15000
mercedes,E Class,2014,Automatic,66921,Petrol,260,35.8,3.0,16000
mercedes,E Class,2014,Automatic,22190,Diesel,160,51.4,3.0,17000
mercedes,M Class,2012,Automatic,61898,Diesel,300,39.2,3.0,14400
mercedes,E Class,2013,Automatic,39872,Diesel,160,52.3,2.1,14000
mercedes,C Class,2014,Automatic,56346,Diesel,20,64.2,2.1,13000
mercedes,SLK,2015,Manual,47003,Petrol,205,41.5,1.8,13400
mercedes,V Class,2013,Manual,58518,Diesel,305,38.7,2.1,20000
mercedes,A Class,2017,Automatic,28250,Diesel,150,74.3,1.5,13850
mercedes,B Class,2018,Automatic,6025,Diesel,145,68.9,2.1,17995
mercedes,B Class,2017,Manual,5878,Diesel,20,68.9,1.5,13950
mercedes,GLA Class,2017,Manual,26000,Petrol,145,48.7,1.6,17000
mercedes,GLC Class,2017,Automatic,14819,Diesel,150,56.5,2.1,27000
mercedes,C Class,2016,Automatic,26866,Diesel,20,64.2,2.1,17800
mercedes,A Class,2018,Automatic,15893,Petrol,145,52.3,1.6,17600
mercedes,B Class,2019,Automatic,12819,Petrol,145,45.6,1.3,20900
mercedes,C Class,2016,Automatic,18107,Diesel,20,64.2,2.1,16900
mercedes,C Class,2018,Automatic,12072,Diesel,145,57.7,2.0,25900
mercedes,B Class,2016,Automatic,25792,Diesel,20,68.9,2.1,12900
mercedes,C Class,2016,Automatic,17268,Diesel,125,60.1,2.1,21400
mercedes,A Class,2016,Manual,16984,Diesel,30,62.8,2.1,16500
mercedes,C Class,2019,Automatic,11530,Diesel,145,57.7,2.0,28900
mercedes,C Class,2020,Automatic,2384,Diesel,145,46.3,2.0,38400
mercedes,GLC Class,2015,Automatic,48500,Diesel,125,56.5,2.1,21999
mercedes,A Class,2019,Automatic,2501,Diesel,145,62.8,1.5,23750
mercedes,B Class,2019,Automatic,1000,Diesel,145,55.4,2.0,23899
mercedes,C Class,2017,Automatic,20408,Diesel,145,64.2,2.1,19399
mercedes,B Class,2019,Automatic,10101,Diesel,145,60.1,1.5,22749
mercedes,C Class,2019,Automatic,2000,Petrol,145,46.3,1.5,28479
mercedes,B Class,2016,Automatic,28156,Diesel,20,68.9,2.1,14599
mercedes,A Class,2017,Manual,38172,Diesel,145,72.4,1.5,13391
mercedes,CL Class,2018,Semi-Auto,14000,Petrol,145,53.3,1.6,21738
mercedes,SL CLASS,2000,Automatic,68709,Petrol,270,24.6,3.2,11750
mercedes,C Class,2019,Automatic,500,Diesel,145,61.4,2.0,30294
mercedes,C Class,2020,Automatic,2000,Petrol,145,28.0,4.0,68995
mercedes,GL Class,2016,Automatic,18091,Diesel,330,36.2,3.0,35000
mercedes,E Class,2016,Automatic,24927,Diesel,165,51.4,3.0,21064
mercedes,SL CLASS,2017,Automatic,11782,Diesel,30,70.6,2.1,20019
mercedes,C Class,2017,Automatic,8060,Petrol,150,50.4,2.0,18490
mercedes,GL Class,2015,Automatic,45712,Diesel,330,36.2,3.0,29865
mercedes,GLS Class,2016,Automatic,23083,Diesel,305,37.2,3.0,37094
mercedes,GLE Class,2017,Automatic,27130,Diesel,205,47.9,2.1,26245
mercedes,SL CLASS,2016,Automatic,19525,Diesel,30,70.6,2.1,19250
mercedes,S Class,2015,Automatic,38347,Diesel,205,48.7,3.0,28086
mercedes,C Class,2019,Automatic,750,Petrol,150,30.4,3.0,37990
mercedes,GLC Class,2019,Automatic,3000,Diesel,145,40.9,2.0,36995
mercedes,CLA Class,2019,Automatic,2500,Diesel,145,55.4,2.0,31500
mercedes,C Class,2020,Automatic,2500,Diesel,145,64.2,2.0,30395
mercedes,CLA Class,2020,Automatic,1200,Petrol,145,44.1,1.3,29498
mercedes,A Class,2020,Automatic,2500,Diesel,145,67.3,1.5,27995
mercedes,A Class,2019,Automatic,2300,Diesel,145,56.5,2.0,23450
mercedes,GLA Class,2017,Automatic,29138,Diesel,145,56.5,2.1,20495
mercedes,GLE Class,2020,Automatic,1159,Diesel,150,32.8,2.9,58450
mercedes,CLS Class,2016,Automatic,47156,Diesel,125,57.7,2.1,17999
mercedes,S Class,2015,Automatic,23156,Petrol,555,28.0,5.5,51990
mercedes,E Class,2018,Automatic,14391,Diesel,145,70.6,2.0,28499
mercedes,A Class,2017,Automatic,1755,Petrol,145,24.8,4.0,109495
mercedes,V Class,2019,Automatic,3179,Diesel,145,36.2,2.0,46995
mercedes,C Class,2019,Automatic,3569,Diesel,145,61.4,2.0,28990
mercedes,C Class,2019,Automatic,3635,Diesel,145,64.2,2.0,28990
mercedes,GLE Class,2016,Automatic,38000,Diesel,200,47.9,2.1,23995
mercedes,C Class,2019,Automatic,6024,Diesel,145,56.5,2.0,27950
mercedes,A Class,2019,Automatic,10124,Petrol,145,53.3,1.3,23440
mercedes,V Class,2018,Automatic,14777,Diesel,145,44.8,2.1,38995
mercedes,SL CLASS,2016,Automatic,13626,Diesel,30,70.6,2.1,19995
mercedes,E Class,2019,Automatic,16313,Diesel,150,72.4,2.0,24440
mercedes,SL CLASS,2017,Automatic,18403,Diesel,30,70.6,2.1,19995
mercedes,GLA Class,2014,Automatic,29450,Diesel,150,55.4,2.1,16995
mercedes,C Class,2017,Automatic,54000,Petrol,150,48.7,2.0,18995
mercedes,B Class,2019,Automatic,13674,Petrol,145,45.6,1.3,19350
mercedes,C Class,2019,Automatic,10027,Petrol,145,29.1,3.0,42490
mercedes,V Class,2019,Automatic,1659,Diesel,145,44.8,2.1,39995
mercedes,C Class,2019,Automatic,16496,Petrol,145,46.3,1.5,23948
mercedes,C Class,2019,Automatic,4447,Petrol,145,44.1,2.0,27999
mercedes,SL CLASS,2017,Automatic,17564,Diesel,30,70.6,2.1,19889
mercedes,E Class,2016,Automatic,12902,Diesel,165,50.4,3.0,22636
mercedes,E Class,2015,Automatic,18849,Diesel,150,54.3,3.0,18135
mercedes,GLE Class,2017,Automatic,25662,Diesel,305,39.2,3.0,37477
mercedes,GLC Class,2019,Automatic,4106,Diesel,150,40.9,2.0,34990
mercedes,GL Class,2015,Automatic,31112,Diesel,330,36.2,3.0,31723
mercedes,E Class,2015,Automatic,30410,Diesel,150,54.3,3.0,18049
mercedes,CLS Class,2016,Automatic,32611,Diesel,165,49.6,3.0,22684
mercedes,E Class,2015,Automatic,30288,Diesel,165,51.4,3.0,20374
mercedes,E Class,2017,Automatic,24463,Diesel,165,52.3,3.0,21237
mercedes,SL CLASS,2017,Automatic,24529,Diesel,30,70.6,2.1,18048
mercedes,SL CLASS,2017,Automatic,6573,Diesel,150,70.6,2.1,20659
mercedes,A Class,2015,Automatic,34665,Diesel,20,70.6,1.5,12995
mercedes,GLS Class,2017,Automatic,26452,Diesel,305,37.2,3.0,38343
mercedes,GLE Class,2016,Automatic,18524,Diesel,240,42.8,3.0,30045
mercedes,C Class,2019,Automatic,6328,Petrol,145,46.3,1.5,23999
mercedes,GLC Class,2017,Automatic,12376,Diesel,145,56.5,2.1,30999
mercedes,CLS Class,2016,Automatic,16107,Diesel,160,51.4,3.0,20399
mercedes,GLE Class,2016,Automatic,27804,Diesel,260,42.8,3.0,27999
mercedes,GLC Class,2019,Automatic,9250,Diesel,145,56.5,2.1,34459
mercedes,C Class,2019,Automatic,10635,Petrol,145,44.1,1.5,24499
mercedes,C Class,2019,Automatic,12794,Petrol,145,46.3,1.5,23994
mercedes,C Class,2019,Automatic,9924,Diesel,145,60.1,2.0,25829
mercedes,GLC Class,2016,Automatic,14000,Diesel,125,56.5,2.1,23999
mercedes,GLC Class,2017,Automatic,18507,Petrol,150,34.0,3.0,35999
mercedes,C Class,2019,Automatic,10284,Diesel,145,61.4,2.0,23444
mercedes,E Class,2019,Automatic,10860,Diesel,145,72.4,2.0,24249
mercedes,C Class,2019,Automatic,8273,Diesel,145,56.5,2.0,27899
mercedes,C Class,2019,Automatic,6537,Petrol,145,44.1,2.0,27999
mercedes,C Class,2019,Automatic,6064,Diesel,145,61.4,2.0,24999
mercedes,SLK,2016,Automatic,30128,Diesel,30,70.6,2.1,17499
mercedes,A Class,2017,Automatic,20477,Diesel,145,68.9,2.1,16499
mercedes,CLA Class,2019,Automatic,11442,Diesel,145,51.4,2.1,25499
mercedes,B Class,2019,Automatic,15257,Petrol,145,45.6,1.3,19344
mercedes,C Class,2019,Automatic,5000,Diesel,145,61.4,2.0,30399
mercedes,C Class,2020,Automatic,1000,Diesel,145,64.2,2.0,30999
mercedes,C Class,2020,Automatic,500,Diesel,145,55.4,2.0,35999
mercedes,B Class,2020,Automatic,2500,Diesel,145,55.4,2.0,24699
mercedes,GLC Class,2019,Automatic,11612,Diesel,145,41.5,2.1,30999
mercedes,CLS Class,2019,Automatic,2426,Diesel,145,45.6,2.0,37990
mercedes,S Class,2019,Automatic,2075,Diesel,145,52.3,2.9,54999
skoda,Octavia,2017,Manual,25250,Petrol,150,54.3,1.4,10550
skoda,Citigo,2018,Manual,1264,Petrol,145,67.3,1.0,8200
skoda,Octavia,2019,Automatic,6825,Diesel,145,67.3,2.0,15650
skoda,Yeti Outdoor,2015,Automatic,28431,Diesel,165,51.4,2.0,14000
skoda,Superb,2019,Manual,10912,Petrol,150,40.9,1.5,18350
skoda,Yeti Outdoor,2017,Automatic,47005,Diesel,145,51.4,2.0,13250
skoda,Superb,2019,Manual,14850,Petrol,145,40.9,1.5,15250
skoda,Octavia,2019,Automatic,5850,Diesel,150,50.4,2.0,18950
skoda,Kodiaq,2019,Automatic,2633,Petrol,150,31.4,2.0,29900
skoda,Octavia,2017,Manual,20000,Petrol,150,43.5,2.0,18990
skoda,Octavia,2016,Automatic,91280,Diesel,30,64.2,2.0,8500
skoda,Octavia,2017,Manual,84450,Diesel,0,74.3,1.6,8695
skoda,Superb,2016,Manual,109060,Diesel,20,68.9,1.6,7000
skoda,Rapid,2016,Manual,33013,Petrol,20,57.7,1.2,7950
skoda,Karoq,2018,Manual,12894,Petrol,150,51.4,1.5,19772
skoda,Fabia,2012,Manual,54631,Petrol,125,49.6,1.2,4695
skoda,Fabia,2012,Manual,61000,Petrol,125,49.6,1.2,4250
skoda,Octavia,2018,Automatic,31866,Diesel,150,72.4,1.6,13490
skoda,Yeti,2014,Manual,41936,Diesel,205,48.7,2.0,9980
skoda,Fabia,2017,Manual,15282,Petrol,150,64.2,1.0,11290
skoda,Scala,2020,Manual,731,Petrol,150,50.4,1.0,17000
skoda,Octavia,2019,Manual,14449,Petrol,150,55.4,1.5,13490
skoda,Octavia,2019,Automatic,14896,Petrol,150,57.7,1.0,14490
skoda,Octavia,2019,Automatic,7000,Petrol,145,47.9,2.0,19000
skoda,Fabia,2019,Manual,6000,Petrol,145,51.4,1.0,13490
skoda,Superb,2018,Manual,13939,Petrol,145,40.9,1.5,14690
skoda,Fabia,2017,Automatic,10660,Petrol,150,60.1,1.2,11890
skoda,Kodiaq,2019,Automatic,11932,Petrol,145,34.0,1.5,21290
skoda,Kodiaq,2019,Automatic,14398,Diesel,150,49.6,2.0,28000
skoda,Superb,2019,Automatic,10587,Diesel,150,62.8,2.0,17490
skoda,Superb,2019,Automatic,5000,Petrol,145,36.7,1.5,23000
skoda,Fabia,2019,Manual,12368,Petrol,145,50.4,1.0,8690
skoda,Fabia,2019,Manual,2174,Petrol,150,50.4,1.0,12690
skoda,Kodiaq,2019,Automatic,3785,Petrol,150,31.4,2.0,29000
skoda,Kodiaq,2019,Automatic,5705,Petrol,150,31.4,2.0,29000
skoda,Superb,2017,Automatic,8448,Diesel,150,61.4,2.0,20000
skoda,Yeti Outdoor,2016,Automatic,18200,Diesel,165,51.4,2.0,16000
skoda,Octavia,2019,Automatic,13393,Diesel,145,72.4,1.6,13690
skoda,Octavia,2019,Manual,15084,Diesel,145,68.9,1.6,13000
skoda,Superb,2019,Automatic,15,Petrol,145,38.2,2.0,24490
skoda,Fabia,2019,Manual,2696,Petrol,145,64.2,1.0,13000
skoda,Fabia,2019,Manual,4597,Petrol,145,57.7,1.0,10290
skoda,Octavia,2019,Automatic,14375,Diesel,145,70.6,1.6,14590
skoda,Fabia,2016,Manual,15000,Petrol,20,58.9,1.2,9690
skoda,Octavia,2019,Manual,12421,Diesel,150,68.9,1.6,12695
skoda,Karoq,2018,Manual,15296,Petrol,150,51.4,1.5,20490
skoda,Karoq,2019,Automatic,5347,Petrol,145,33.2,2.0,25390
skoda,Octavia,2019,Manual,14741,Petrol,150,52.3,1.5,14695
skoda,Kodiaq,2020,Automatic,5790,Diesel,145,39.2,2.0,31000
skoda,Scala,2019,Manual,4990,Petrol,145,49.6,1.0,15290
skoda,Kodiaq,2017,Automatic,21000,Petrol,150,38.2,2.0,25000
skoda,Citigo,2018,Manual,15043,Petrol,150,68.9,1.0,7490
skoda,Yeti Outdoor,2017,Automatic,25500,Petrol,150,51.4,1.2,14750
skoda,Octavia,2019,Automatic,14300,Petrol,150,57.7,1.0,15000
skoda,Fabia,2016,Automatic,14000,Petrol,20,60.1,1.2,11000
skoda,Yeti Outdoor,2017,Automatic,49409,Petrol,145,51.4,1.2,11000
skoda,Superb,2018,Automatic,34910,Diesel,145,54.3,2.0,18000
skoda,Octavia,2019,Automatic,6490,Diesel,145,45.6,2.0,19000
skoda,Karoq,2019,Automatic,4990,Diesel,145,62.8,1.6,19000
skoda,Superb,2019,Automatic,4990,Diesel,145,47.1,2.0,28000
skoda,Octavia,2019,Automatic,13550,Petrol,145,57.7,1.0,14495
skoda,Fabia,2017,Manual,20000,Petrol,20,58.8,1.2,9290
skoda,Citigo,2017,Manual,24341,Petrol,0,68.9,1.0,6790
skoda,Octavia,2019,Manual,14957,Diesel,150,67.3,1.6,14150
skoda,Octavia,2019,Automatic,14531,Petrol,145,57.7,1.0,14650
skoda,Kodiaq,2019,Automatic,12150,Diesel,145,37.2,2.0,25800
skoda,Superb,2016,Automatic,35869,Diesel,125,61.4,2.0,13600
skoda,Karoq,2019,Automatic,12999,Petrol,145,50.4,1.5,20550
skoda,Octavia,2019,Manual,11950,Petrol,145,60.1,1.0,12850
skoda,Superb,2019,Automatic,6250,Diesel,145,44.1,2.0,27250
skoda,Kodiaq,2019,Automatic,14750,Petrol,145,34.0,1.5,21700
skoda,Fabia,2019,Manual,2268,Petrol,150,57.7,1.0,10000
skoda,Superb,2019,Manual,5272,Petrol,150,40.9,1.5,19290
skoda,Superb,2019,Automatic,2393,Petrol,145,38.2,2.0,24500
skoda,Superb,2017,Automatic,22060,Diesel,145,62.8,2.0,15950
skoda,Fabia,2020,Manual,1474,Petrol,150,50.4,1.0,13850
skoda,Superb,2017,Manual,23757,Diesel,145,67.3,1.6,13300
skoda,Octavia,2017,Automatic,19647,Petrol,150,57.7,1.4,13000
skoda,Octavia,2019,Manual,6966,Petrol,145,55.4,1.5,14250
skoda,Kodiaq,2017,Automatic,16241,Petrol,150,44.8,1.4,19950
skoda,Kodiaq,2019,Automatic,4920,Diesel,150,44.8,2.0,26140
skoda,Superb,2019,Automatic,8279,Diesel,150,61.4,2.0,21950
skoda,Octavia,2019,Manual,2048,Diesel,150,56.5,2.0,15000
skoda,Karoq,2019,Automatic,7515,Diesel,145,62.8,1.6,21000
skoda,Octavia,2019,Automatic,9268,Petrol,150,44.8,1.5,17950
skoda,Kodiaq,2019,Manual,4657,Petrol,150,37.2,1.5,25000
skoda,Octavia,2019,Automatic,13008,Diesel,150,70.6,1.6,15000
skoda,Octavia,2019,Automatic,8853,Petrol,150,42.8,2.0,18950
skoda,Fabia,2017,Manual,18335,Petrol,145,58.9,1.2,10700
skoda,Octavia,2019,Manual,13896,Petrol,150,55.4,1.5,14000
skoda,Fabia,2019,Manual,9771,Petrol,145,61.4,1.0,10150
skoda,Kodiaq,2019,Automatic,10778,Petrol,145,36.7,1.5,26950
skoda,Fabia,2017,Manual,11184,Diesel,0,74.3,1.4,8498
skoda,Fabia,2017,Manual,44737,Petrol,145,64.2,1.0,7998
skoda,Octavia,2016,Manual,51000,Diesel,20,70.6,2.0,9298
skoda,Fabia,2017,Manual,32487,Petrol,150,60.1,1.2,8198
skoda,Octavia,2016,Manual,64164,Diesel,0,74.3,1.6,8198
skoda,Yeti,2014,Manual,13593,Petrol,165,46.3,1.2,11000
skoda,Roomster,2012,Manual,54000,Petrol,145,49.6,1.2,5290
skoda,Octavia,2017,Automatic,12000,Petrol,30,58.9,1.4,12490
skoda,Octavia,2013,Automatic,82000,Diesel,30,62.8,2.0,6990
skoda,Superb,2019,Automatic,3039,Petrol,145,38.2,2.0,26500
skoda,Octavia,2019,Automatic,14046,Petrol,145,57.7,1.0,14650
skoda,Kodiaq,2018,Manual,29298,Petrol,145,40.9,1.4,20250
skoda,Yeti Outdoor,2017,Automatic,21650,Petrol,150,51.4,1.2,13550
skoda,Superb,2019,Automatic,15,Petrol,150,38.2,2.0,24000
skoda,Fabia,2017,Manual,20193,Petrol,150,64.2,1.0,9150
skoda,Octavia,2019,Automatic,14271,Diesel,150,70.6,1.6,14900
skoda,Fabia,2019,Automatic,8193,Petrol,150,60.1,1.0,14000
skoda,Octavia,2019,Automatic,12069,Diesel,145,70.6,1.6,14850
skoda,Fabia,2019,Manual,6649,Petrol,150,60.1,1.0,13250
skoda,Yeti Outdoor,2017,Automatic,22098,Petrol,125,51.4,1.2,13495
skoda,Fabia,2016,Automatic,42000,Petrol,20,60.1,1.2,9950
skoda,Superb,2012,Manual,76000,Diesel,30,64.2,1.6,5790
skoda,Fabia,2011,Manual,80000,Diesel,20,67.3,1.6,2795
skoda,Fabia,2019,Manual,7500,Petrol,145,61.4,1.0,12490
skoda,Kamiq,2020,Automatic,5000,Petrol,145,44.1,1.5,19790
skoda,Superb,2017,Automatic,31312,Petrol,150,55.4,1.4,13000
skoda,Superb,2019,Manual,12008,Petrol,150,40.9,1.5,18490
skoda,Fabia,2017,Automatic,10203,Petrol,150,60.1,1.2,11290
skoda,Octavia,2019,Manual,13881,Petrol,150,60.1,1.0,12690
skoda,Fabia,2019,Manual,7148,Petrol,150,57.7,1.0,9590
skoda,Fabia,2017,Automatic,2000,Petrol,145,61.4,1.0,11490
skoda,Octavia,2014,Automatic,68000,Diesel,20,72.4,1.6,8490
skoda,Fabia,2019,Manual,7,Petrol,145,51.4,1.0,11490
skoda,Octavia,2019,Automatic,3327,Diesel,145,72.4,1.6,15790
skoda,Fabia,2019,Manual,5,Petrol,145,51.4,1.0,11490
skoda,Octavia,2019,Automatic,13,Diesel,145,72.4,1.6,16490
skoda,Fabia,2015,Manual,51878,Petrol,20,58.8,1.0,6000
skoda,Fabia,2015,Automatic,20200,Petrol,20,60.1,1.2,10000
skoda,Octavia,2012,Manual,65900,Diesel,160,49.6,2.0,7995
skoda,Octavia,2015,Manual,61500,Diesel,0,74.3,1.6,8399
skoda,Octavia,2019,Automatic,6750,Petrol,145,35.8,2.0,20500
skoda,Octavia,2019,Manual,4150,Petrol,145,50.4,1.5,18000
skoda,Fabia,2019,Manual,2750,Petrol,145,51.4,1.0,14950
skoda,Octavia,2019,Automatic,3150,Diesel,145,67.3,2.0,19150
skoda,Kodiaq,2019,Automatic,2150,Petrol,145,31.7,2.0,29750
skoda,Octavia,2019,Automatic,12638,Petrol,145,57.7,1.0,14650
skoda,Octavia,2019,Automatic,13892,Petrol,145,57.7,1.0,14650
skoda,Octavia,2019,Semi-Auto,25,Diesel,145,67.3,2.0,18998
skoda,Superb,2017,Semi-Auto,33571,Diesel,145,70.6,1.6,12295
skoda,Yeti Outdoor,2014,Manual,58281,Diesel,160,49.6,2.0,10995
skoda,Karoq,2019,Manual,101,Diesel,145,50.4,2.0,20498
skoda,Fabia,2017,Manual,22154,Petrol,145,60.1,1.2,8995
skoda,Octavia,2015,Manual,47000,Diesel,0,74.3,1.6,8698
skoda,Yeti Outdoor,2016,Manual,52236,Diesel,200,48.7,2.0,9998
skoda,Yeti Outdoor,2016,Manual,58551,Diesel,200,47.9,2.0,9698
skoda,Fabia,2016,Manual,21732,Petrol,20,60.1,1.2,7298
skoda,Superb,2019,Manual,13645,Diesel,145,65.7,2.0,17798
skoda,Yeti Outdoor,2016,Manual,11361,Petrol,125,51.4,1.2,12798
skoda,Fabia,2017,Semi-Auto,3700,Petrol,145,61.4,1.0,11650
skoda,Fabia,2018,Manual,6259,Petrol,145,57.7,1.0,9298
skoda,Scala,2019,Semi-Auto,2355,Petrol,145,47.1,1.0,15998
skoda,Fabia,2017,Semi-Auto,21075,Petrol,145,61.4,1.0,11998
skoda,Octavia,2018,Manual,15783,Diesel,145,68.9,1.6,11998
skoda,Yeti Outdoor,2017,Semi-Auto,23339,Petrol,125,51.4,1.2,13998
skoda,Fabia,2017,Manual,26226,Petrol,145,64.2,1.0,7498
skoda,Superb,2016,Manual,77501,Diesel,20,68.9,2.0,10498
skoda,Octavia,2014,Manual,47381,Petrol,160,45.6,2.0,11995
skoda,Citigo,2014,Manual,19367,Petrol,0,68.9,1.0,4295
skoda,Fabia,2017,Manual,49711,Petrol,20,60.1,1.2,7995
skoda,Kodiaq,2018,Manual,10840,Diesel,145,52.3,2.0,19995
skoda,Octavia,2019,Semi-Auto,5906,Petrol,145,55.4,1.5,16995
skoda,Scala,2019,Manual,2250,Petrol,145,49.6,1.0,14995
